# Sacha, Dec 11, 2011: I read the associated explanatory notes for the
# text file and it is the column labelled 'pH' that is the most appropriate
# index to plot over time, rather than 'Fld pH'. 'Fld pH' wasn't collected
# until 1987 and is more patchily available, in general. The sampling
# methods obtained for each of the pH measures is different but, according
# to the notes, shouldn't make a big difference for what we want to do with
# the data.
# Sacha: "According to NADP, the annual averages of acidity in U.S. precipitation range from pH 6.0 in Utah to 4.2 in some areas of the Ohio valley. NADP defines "normal" rain as having a pH of 5 to about 6.7, with anything below that being acidic."
# NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN
# Site ID: 156 Date Range: 1978 to 2011 Report Date: 12/12/2011 2:08:43 AM
# Data retrieved from: http://nadp.sws.uiuc.edu/nadpdata/annualReq.asp?site=Custom156
# Direct link to the data: http://nadp.sws.uiuc.edu/nadpdata/seasRep.asp?action=seasRep.asp&site=156&allSites=False&wholestate=False&custom=True&startyr=1978&endyr=2011&DataType=mg%2FL&reportType=csv&Seas=105&useType=4&useDescription=Research+paper&submit=Get+Data&userid=22341
#
SiteID,Summ.Per.,Year,Crit1,Crit2,Crit3,Crit4,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,Cond.,Fld pH,Fld Cond.,Ratio c/a,Svol ml,Ppt cm,% Ppt F Chem.,Valid Samp (L),Valid Samp (F),Days,Dates,Dates2
CA45,Annual,1997,98,100,95,95,0.014,0.022,0.014,0.191,0.033,0.201,0.331,0.147,5.35,3.89,5.15,4.8,1.12,54113.2,87.56,94,24,22,365,12/30/1996,12/30/1997
CA45,Annual,1998,95,98,100,97,0.031,0.046,0.018,0.389,0.029,0.19,0.694,0.205,5.35,5.37,5.14,6.2,1.07,88203.9,133.64,100,29,29,364,12/30/1997,12/29/1998
CA45,Annual,1999,96,100,99,96,0.041,0.035,0.015,0.301,0.038,0.201,0.538,0.183,5.38,4.59,5.18,5.2,1.11,48857.1,75.32,99,22,20,364,12/29/1998,12/28/1999
CA45,Annual,2000,92,100,76,95,0.032,0.037,0.017,0.348,0.05,0.208,0.596,0.224,5.37,5.11,5.21,6.1,1.1,38992,79.17,68,23,19,371,12/28/1999,1/2/2001
CA45,Annual,2001,98,100,94,96,0.03,0.04,0.018,0.39,0.037,0.199,0.691,0.204,5.34,5.6,5.16,6,1.07,61174.6,99.17,94,21,20,365,1/2/2001,1/2/2002
CA45,Annual,2002,94,100,59,95,0.036,0.057,0.024,0.49,0.037,0.196,0.895,0.236,5.35,6.52,5.18,7.3,1.05,29498.3,77.27,57,18,16,362,1/2/2002,12/30/2002
CA45,Annual,2003,98,100,100,97,0.034,0.031,0.016,0.289,0.054,0.245,0.526,0.208,5.32,5.21,5.16,5.8,1.08,60469.3,92.56,99,25,23,365,12/30/2002,12/30/2003
CA45,Annual,2004,96,100,89,98,0.021,0.015,0.013,0.158,0.038,0.177,0.283,0.163,5.34,3.89,5.21,4.3,1.14,46155.2,78.07,75,21,18,364,12/30/2003,12/28/2004
CA45,Annual,2005,94,100,97,97,0.035,0.043,0.02,0.406,0.032,0.193,0.741,0.233,5.35,5.87,-9,-9,1.03,80787.9,126.82,0,23,0,371,12/28/2004,1/3/2006
CA45,Annual,2006,100,100,100,99,0.05,0.039,0.019,0.347,0.044,0.205,0.622,0.255,5.37,5.53,-9,-9,1.07,62506.9,93.03,0,23,0,364,1/3/2006,1/2/2007
CA45,Annual,2007,100,100,100,98,0.028,0.019,0.013,0.184,0.042,0.167,0.33,0.154,5.38,3.78,-9,-9,1.17,36195.5,54.36,0,22,0,365,1/2/2007,1/2/2008
CA45,Annual,2008,94,100,65,99,0.026,0.025,0.015,0.263,0.044,0.138,0.474,0.162,5.4,4.23,-9,-9,1.14,27772,63.86,0,15,0,363,1/2/2008,12/30/2008
CA45,Annual,2009,98,100,100,98,0.04,0.046,0.022,0.424,0.036,0.171,0.756,0.223,5.36,5.51,-9,-9,1.08,39824.8,59.89,0,20,0,364,12/30/2008,12/29/2009
CA45,Annual,2010,98,100,91,98,0.032,0.041,0.031,0.371,0.055,0.157,0.676,0.19,5.43,5.1,-9,-9,1.12,70962,116.61,0,31,0,364,12/29/2009,12/28/2010
CA50,Annual,2001,13,13,100,89,0.014,0.004,0.006,0.042,0.014,0.085,0.082,0.052,5.4,2.3,5.31,2.6,1.62,17584.5,36.56,81,9,8,364,11/6/2001,1/1/2002
CA50,Annual,2002,75,88,61,58,0.022,0.003,0.009,0.031,0.022,0.161,0.06,0.077,5.32,3.02,5.32,2.9,1.52,17120.9,67.61,60,14,10,364,1/1/2002,12/31/2002
CA50,Annual,2003,85,100,83,76,0.024,0.003,0.005,0.019,0.057,0.217,0.038,0.1,5.33,3.1,5.46,3.2,1.53,34592.2,71.68,57,23,13,364,12/31/2002,12/30/2003
CA50,Annual,2004,80,100,81,75,0.017,0.003,0.006,0.027,0.02,0.153,0.053,0.086,5.35,2.77,5.31,3.1,1.39,28628.8,63.9,43,22,11,371,12/30/2003,1/4/2005
CA50,Annual,2005,80,100,95,82,0.014,0.003,0.004,0.023,0.024,0.121,0.044,0.067,5.44,2.38,-9,-9,1.53,68384.3,118.21,0,27,0,364,1/4/2005,1/3/2006
CA50,Annual,2006,75,96,86,82,0.027,0.003,0.005,0.017,0.028,0.134,0.03,0.085,5.47,2.37,-9,-9,1.55,38023.8,79.95,0,18,0,364,1/3/2006,1/2/2007
CA50,Annual,2007,81,100,84,73,0.026,0.003,0.007,0.024,0.054,0.167,0.042,0.09,5.45,2.42,-9,-9,1.62,23973.6,57.31,0,17,0,366,1/2/2007,1/3/2008
CA50,Annual,2008,77,98,53,55,0.017,0.002,0.004,0.011,0.017,0.128,0.022,0.055,5.42,2.24,-9,-9,1.65,13620.7,67.2,0,12,0,362,1/3/2008,12/30/2008
CA50,Annual,2009,76,100,81,81,0.023,0.003,0.004,0.018,0.029,0.122,0.035,0.075,5.44,2.3,-9,-9,1.66,35311.5,77.93,0,20,0,364,12/30/2008,12/29/2009
CA50,Annual,2010,71,98,76,85,0.021,0.003,0.004,0.02,0.053,0.2,0.042,0.089,5.35,2.71,-9,-9,1.55,46885.2,99.24,0,25,0,365,12/29/2009,12/29/2010
CA66,Annual,1999,13,15,96,81,0.055,0.012,0.013,0.097,0.047,0.169,0.152,0.143,5.38,3.72,5.41,6.2,1.5,1574.1,2.52,17,3,1,364,11/2/1999,12/28/1999
CA66,Annual,2000,88,100,96,97,0.03,0.041,0.018,0.39,0.038,0.221,0.654,0.229,5.32,5.48,5.4,3.5,1.09,23722,37.2,49,16,8,372,12/28/1999,1/3/2001
CA66,Annual,2001,88,100,69,98,0.032,0.029,0.011,0.262,0.047,0.256,0.474,0.209,5.29,5.06,5.22,4.7,1.07,19850,43.31,36,14,6,362,1/3/2001,12/31/2001
CA66,Annual,2002,95,100,70,101,0.031,0.03,0.017,0.285,0.065,0.18,0.517,0.2,5.49,4.49,5.28,4,1.09,14042.7,29.52,38,13,8,365,12/31/2001,12/31/2002
CA66,Annual,2003,91,100,94,102,0.047,0.025,0.012,0.215,0.1,0.334,0.385,0.239,5.41,4.88,5.26,5,1.11,16416.6,26.99,65,20,15,364,12/31/2002,12/30/2003
CA66,Annual,2004,100,100,100,103,0.021,0.017,0.013,0.166,0.04,0.204,0.301,0.183,5.34,4.04,5.19,3.9,1.07,23047.9,32.97,98,18,14,365,12/30/2003,12/29/2004
CA66,Annual,2005,92,100,98,101,0.03,0.02,0.011,0.193,0.035,0.182,0.347,0.162,5.42,3.92,-9,-9,1.09,32637.3,48.68,0,20,0,370,12/29/2004,1/3/2006
CA66,Annual,2006,93,100,86,100,0.051,0.03,0.017,0.247,0.047,0.206,0.448,0.261,5.36,4.83,-9,-9,1.08,20359.1,34.91,0,19,0,364,1/3/2006,1/2/2007
CA66,Annual,2007,88,100,85,100,0.048,0.047,0.021,0.422,0.065,0.259,0.743,0.241,5.37,5.66,-9,-9,1.09,8923.2,15.46,0,16,0,365,1/2/2007,1/2/2008
CA66,Annual,2008,92,100,83,100,0.048,0.032,0.015,0.3,0.056,0.267,0.536,0.171,5.42,4.79,-9,-9,1.1,18230.7,32.08,0,14,0,363,1/2/2008,12/30/2008
CA66,Annual,2009,93,100,95,101,0.041,0.029,0.015,0.275,0.052,0.207,0.486,0.197,5.41,4.74,-9,-9,1.11,18639.7,28.65,0,16,0,364,12/30/2008,12/29/2009
CA66,Annual,2010,85,100,66,98,0.029,0.02,0.013,0.184,0.038,0.181,0.328,0.159,5.36,3.91,-9,-9,1.16,22453.3,51.24,0,21,0,364,12/29/2009,12/28/2010
CA67,Annual,2000,27,29,47,43,0.072,0.036,0.022,0.305,0.255,0.866,0.488,0.264,5.34,17.21,5.43,5.1,1.18,151.8,0.58,28,2,1,364,9/19/2000,1/2/2001
CA67,Annual,2001,83,100,44,97,0.067,0.012,0.007,0.08,0.158,0.543,0.126,0.241,5.41,4.4,5.24,4.8,1.19,5568.1,18.9,33,8,5,365,1/2/2001,1/2/2002
CA67,Annual,2002,100,100,100,93,0.155,0.015,0.008,0.048,0.376,0.922,0.105,0.557,5.45,6.95,5.19,5.3,1.21,1825.1,2.81,76,7,4,363,1/2/2002,12/31/2002
CA67,Annual,2003,95,100,95,87,0.147,0.024,0.017,0.084,0.282,0.729,0.144,0.445,5.59,5.29,5.37,5.7,1.26,18292.9,31.3,50,12,7,364,12/31/2002,12/30/2003
CA67,Annual,2004,96,100,99,98,0.117,0.012,0.291,0.083,0.288,0.764,0.349,0.35,5.47,6.67,5.33,7.5,1.26,14307.6,21.4,91,13,11,364,12/30/2003,12/28/2004
CA67,Annual,2005,98,100,94,107,0.079,0.01,0.014,0.061,0.272,0.543,0.094,0.443,5.57,5.12,-9,-9,1.24,39026.1,59.99,0,18,0,371,12/28/2004,1/3/2006
CA67,Annual,2006,88,100,51,98,0.056,0.006,0.009,0.017,0.069,0.189,0.035,0.078,5.54,2.4,-9,-9,1.94,2126.8,6.22,0,5,0,365,1/3/2006,1/3/2007
CA67,Annual,2007,92,100,60,95,0.1,0.02,0.013,0.105,0.158,0.627,0.186,0.225,5.42,4.71,-9,-9,1.2,4607.1,11.75,0,8,0,364,1/3/2007,1/2/2008
CA67,Annual,2008,100,100,100,96,0.071,0.011,0.012,0.08,0.137,0.363,0.123,0.161,5.63,3.39,-9,-9,1.43,11262.4,17.93,0,9,0,363,1/2/2008,12/30/2008
CA67,Annual,2009,100,100,100,76,0.089,0.016,0.013,0.107,0.247,0.45,0.174,0.207,5.75,4.19,-9,-9,1.59,5805.8,11.28,0,8,0,364,12/30/2008,12/29/2009
CA67,Annual,2010,90,100,98,64,0.032,0.011,0.005,0.097,0.188,0.239,0.173,0.156,5.69,3.31,-9,-9,1.61,20269,47.32,0,13,0,364,12/29/2009,12/28/2010
CA68,Annual,1983,77,81,91,99,0.062,0.046,0.024,0.3,0.074,0.349,0.615,0.495,5.15,7.14,-9,-9,0.95,49738.4,101.05,0,22,0,294,3/15/1983,1/3/1984
CA68,Annual,1984,85,89,96,97,0.122,0.046,0.019,0.201,0.184,0.777,0.499,0.617,4.98,9.07,-9,-9,1.01,32705.7,51.5,0,26,0,365,1/3/1984,1/2/1985
CA68,Annual,1985,100,100,100,93,0.096,0.066,0.026,0.594,0.083,0.501,0.895,0.544,5.14,9.02,-9,-9,1.09,51520.4,86.37,0,27,0,363,1/2/1985,12/31/1985
CA68,Annual,1986,100,100,100,96,0.05,0.042,0.016,0.313,0.024,0.234,0.597,0.298,5.26,5.65,-9,-9,1,52364.9,80.07,0,23,0,364,12/31/1985,12/30/1986
CA68,Annual,1987,83,100,71,98,0.056,0.074,0.028,0.577,0.075,0.387,1.093,0.432,5.23,8.07,5.05,10.3,0.97,31060.9,65.38,69,21,17,364,12/30/1986,12/29/1987
CA68,Annual,1988,4,4,100,109,0.029,0.033,0.012,0.289,0.01,0.119,0.523,0.202,5.44,4,4.67,11,1.02,4218.8,5.72,27,2,1,14,12/29/1987,1/12/1988
CA75,Annual,1980,48,48,100,99,0.14,0.036,0.064,0.198,0.272,1.327,0.357,1.076,5.16,9.41,-9,-9,0.78,9173.9,13.73,0,7,0,175,7/8/1980,12/30/1980
CA75,Annual,1981,83,92,83,113,0.073,0.026,0.021,0.073,0.185,0.547,0.115,0.585,5.32,6.79,-9,-9,1.01,38884.5,64.04,0,20,0,365,12/30/1980,12/30/1981
CA75,Annual,1982,91,100,99,89,0.027,0.012,0.015,0.061,0.065,0.215,0.257,0.291,5.3,4.33,-9,-9,0.84,98943.8,203.12,0,31,0,370,12/30/1981,1/4/1983
CA75,Annual,1983,92,100,93,101,0.051,0.019,0.027,0.095,0.129,0.378,0.165,0.339,5.44,4.17,-9,-9,1.11,94038.2,148.56,0,28,0,364,1/4/1983,1/3/1984
CA75,Annual,1984,94,100,87,91,0.067,0.021,0.026,0.076,0.105,0.44,0.117,0.416,5.44,3.96,-9,-9,0.97,37528,69.01,0,22,0,365,1/3/1984,1/2/1985
CA75,Annual,1985,87,100,76,98,0.05,0.018,0.024,0.081,0.151,0.483,0.144,0.33,5.35,4.63,-9,-9,1.12,36318.7,71.93,0,20,0,363,1/2/1985,12/31/1985
CA75,Annual,1986,90,98,96,91,0.041,0.025,0.016,0.102,0.258,0.657,0.169,0.355,5.55,5.01,-9,-9,1.15,47458,79.07,0,19,0,364,12/31/1985,12/30/1986
CA75,Annual,1987,46,48,100,101,0.037,0.015,0.057,0.056,0.152,0.617,0.089,0.231,5.4,4.41,5.23,4.9,1.12,44032.2,64.52,97,21,18,364,12/30/1986,12/29/1987
CA75,Annual,1988,91,100,72,88,0.085,0.013,0.016,0.08,0.091,0.385,0.081,0.333,5.53,3.84,5.07,11,1.12,31041.7,83.58,44,18,16,371,12/29/1987,1/3/1989
CA75,Annual,1989,94,100,71,99,0.052,0.013,0.02,0.095,0.278,0.671,0.118,0.389,5.74,4.86,5.07,6.3,1.15,26632,56.08,61,19,11,364,1/3/1989,1/2/1990
CA75,Annual,1990,96,100,97,86,0.122,0.022,0.029,0.133,0.499,1.362,0.214,0.49,5.63,7.21,5.2,8,1.16,30379,52.9,96,26,20,365,1/2/1990,1/2/1991
CA75,Annual,1991,90,100,87,79,0.086,0.017,0.026,0.103,0.17,0.521,0.14,0.272,5.7,4.05,5.56,4.7,1.23,36996.1,71.25,57,20,13,363,1/2/1991,12/31/1991
CA75,Annual,1992,96,100,78,79,0.049,0.009,0.022,0.055,0.418,0.807,0.081,0.382,5.62,5.57,5.33,4.4,1.36,32518.5,72.75,69,25,18,364,12/31/1991,12/29/1992
CA75,Annual,1993,96,100,79,97,0.031,0.012,0.012,0.078,0.191,0.47,0.113,0.249,5.55,3.72,5.37,4.5,1.23,49745.5,111.8,75,26,21,371,12/29/1992,1/4/1994
CA75,Annual,1994,90,100,88,82,0.037,0.012,0.02,0.094,0.246,0.693,0.15,0.249,5.41,4.86,5.41,4.7,1.21,42474.9,84.12,79,27,24,364,1/4/1994,1/3/1995
CA75,Annual,1995,81,100,83,84,0.023,0.008,0.011,0.066,0.151,0.393,0.102,0.189,5.42,3.77,5.41,3.5,1.3,72376.8,152.15,70,20,16,372,1/3/1995,1/10/1996
CA75,Annual,1996,90,100,90,96,0.026,0.007,0.009,0.065,0.075,0.208,0.092,0.113,5.47,2.89,5.45,2.6,1.5,93323.9,158.79,84,24,21,356,1/10/1996,12/31/1996
CA75,Annual,1997,88,100,83,87,0.026,0.008,0.016,0.064,0.116,0.413,0.097,0.137,5.36,3.49,5.33,3.7,1.3,42855.6,86.76,83,26,22,364,12/31/1996,12/30/1997
CA75,Annual,1998,83,100,86,89,0.053,0.009,0.013,0.038,0.213,0.509,0.062,0.235,5.45,4.02,5.41,4.4,1.39,80330.9,152.71,76,28,25,364,12/30/1997,12/29/1998
CA75,Annual,1999,87,100,65,90,0.073,0.016,0.02,0.084,0.296,0.693,0.135,0.286,5.53,4.9,5.47,4.8,1.36,22878.9,56.67,63,19,15,364,12/29/1998,12/28/1999
CA75,Annual,2000,89,100,66,89,0.048,0.008,0.018,0.047,0.173,0.403,0.073,0.313,5.34,4.42,5.26,4.6,1.31,43482.2,107.73,59,21,13,371,12/28/1999,1/2/2001
CA75,Annual,2001,90,100,68,90,0.031,0.006,0.01,0.047,0.097,0.253,0.079,0.139,5.49,3.07,5.48,3.3,1.41,44815.2,106.84,53,17,14,365,1/2/2001,1/2/2002
CA75,Annual,2002,92,100,97,75,0.029,0.011,0.009,0.095,0.135,0.303,0.167,0.158,5.57,3.45,5.41,3.3,1.31,47027,91.6,97,17,16,363,1/2/2002,12/31/2002
CA75,Annual,2003,78,100,54,98,0.066,0.011,0.025,0.06,0.556,0.919,0.101,0.382,5.82,6.17,5.56,6.2,1.55,34791.5,97.88,52,16,13,364,12/31/2002,12/30/2003
CA75,Annual,2004,77,100,46,100,0.043,0.008,0.028,0.059,0.18,0.468,0.099,0.21,5.57,4.02,5.39,4.2,1.28,18783.3,59.8,33,13,9,364,12/30/2003,12/28/2004
CA75,Annual,2005,71,100,47,100,0.031,0.006,0.013,0.033,0.156,0.292,0.06,0.199,5.59,3.62,-9,-9,1.43,44333.9,137.91,0,19,0,371,12/28/2004,1/3/2006
CA75,Annual,2006,82,100,71,98,0.038,0.008,0.018,0.054,0.18,0.369,0.097,0.185,5.53,3.72,-9,-9,1.46,44613.6,93.81,0,19,0,364,1/3/2006,1/2/2007
CA75,Annual,2007,93,100,61,95,0.055,0.01,0.023,0.054,0.362,0.604,0.089,0.246,5.74,4.42,-9,-9,1.63,24505.3,62.25,0,18,0,363,1/2/2007,12/31/2007
CA75,Annual,2008,84,100,45,84,0.027,0.007,0.022,0.048,0.245,0.427,0.089,0.204,5.58,3.63,-9,-9,1.52,22721,87.3,0,11,0,365,12/31/2007,12/30/2008
CA75,Annual,2009,85,100,89,88,0.049,0.007,0.014,0.05,0.151,0.27,0.068,0.163,5.68,2.91,-9,-9,1.66,55122.7,103.02,0,19,0,364,12/30/2008,12/29/2009
CA75,Annual,2010,77,96,67,90,0.039,0.008,0.013,0.049,0.246,0.375,0.086,0.194,5.64,3.56,-9,-9,1.68,46775.8,113.13,0,23,0,364,12/29/2009,12/28/2010
CA76,Annual,1985,50,52,99,90,0.053,0.02,0.012,0.039,0.049,0.3,0.086,0.273,5.26,4.31,-9,-9,1.12,8919.9,14.12,0,13,0,189,6/25/1985,12/31/1985
CA76,Annual,1986,94,100,96,95,0.037,0.012,0.009,0.047,0.087,0.283,0.049,0.201,5.61,3.05,-9,-9,1.22,20581.6,32.94,0,32,0,364,12/31/1985,12/30/1986
CA76,Annual,1987,95,100,98,95,0.045,0.012,0.011,0.066,0.091,0.407,0.083,0.249,5.43,3.66,5.23,3.7,1.08,15889.5,25.24,58,25,15,364,12/30/1986,12/29/1987
CA76,Annual,1988,91,100,80,97,0.035,0.007,0.007,0.037,0.074,0.345,0.058,0.186,5.55,2.85,5.21,3.7,1,14475.8,27.33,72,21,15,371,12/29/1987,1/3/1989
CA76,Annual,1989,93,100,95,98,0.033,0.008,0.009,0.039,0.109,0.375,0.058,0.195,5.49,3.28,5.04,5.1,1.15,22845.5,36.19,86,30,21,364,1/3/1989,1/2/1990
CA76,Annual,1990,98,100,97,99,0.043,0.008,0.015,0.041,0.117,0.368,0.073,0.203,5.47,3.55,5.3,4.3,1.21,20562.8,31.81,71,32,17,365,1/2/1990,1/2/1991
CA76,Annual,1991,96,100,93,95,0.057,0.014,0.019,0.05,0.17,0.578,0.084,0.326,5.36,4.71,5.15,6.9,1.1,18986.2,31.65,76,31,22,363,1/2/1991,12/31/1991
CA76,Annual,1992,98,100,99,98,0.072,0.014,0.018,0.072,0.162,0.525,0.086,0.312,5.68,4.54,5.32,5.2,1.12,16523.4,25.2,85,35,23,364,12/31/1991,12/29/1992
CA76,Annual,1993,94,100,96,95,0.052,0.01,0.017,0.043,0.117,0.406,0.059,0.226,5.61,3.48,5.44,3.7,1.13,23824.3,38.77,94,31,27,371,12/29/1992,1/4/1994
CA76,Annual,1994,100,100,100,94,0.051,0.011,0.013,0.046,0.126,0.455,0.069,0.199,5.32,4,5.36,3.9,1.31,13338.2,20.9,95,29,25,364,1/4/1994,1/3/1995
CA76,Annual,1995,90,100,92,95,0.021,0.013,0.01,0.031,0.073,0.252,0.041,0.098,5.37,3.1,5.31,3.5,1.65,31284.5,52.5,68,27,22,364,1/3/1995,1/2/1996
CA76,Annual,1996,90,100,89,97,0.024,0.01,0.013,0.046,0.052,0.193,0.062,0.065,5.45,2.71,5.45,2.8,1.73,29304.6,49.97,63,30,20,364,1/2/1996,12/31/1996
CA76,Annual,1997,90,100,92,92,0.027,0.008,0.012,0.046,0.072,0.365,0.065,0.136,5.27,3.66,5.22,3.7,1.3,21578.4,37.67,81,34,28,364,12/31/1996,12/30/1997
CA76,Annual,1998,90,100,87,97,0.021,0.005,0.016,0.013,0.062,0.244,0.029,0.108,5.33,3.08,5.27,2.9,1.5,35924.2,62.8,77,34,27,364,12/30/1997,12/29/1998
CA76,Annual,1999,90,100,85,100,0.044,0.007,0.008,0.027,0.087,0.286,0.05,0.109,5.47,2.92,5.33,2.7,1.49,13784.7,23.91,75,20,16,364,12/29/1998,12/28/1999
CA76,Annual,2000,96,100,99,96,0.026,0.004,0.008,0.015,0.075,0.328,0.033,0.113,5.37,3.14,5.38,3.3,1.27,15319.4,27.03,81,29,24,372,12/28/1999,1/3/2001
CA76,Annual,2001,96,100,96,94,0.037,0.006,0.006,0.016,0.086,0.255,0.038,0.103,5.51,2.85,5.38,2.9,1.51,17433.9,28.45,93,27,20,364,1/3/2001,1/2/2002
CA76,Annual,2002,96,100,98,96,0.022,0.003,0.006,0.013,0.065,0.239,0.029,0.068,5.43,2.69,5.42,2.8,1.55,20362,31.86,97,22,20,363,1/2/2002,12/31/2002
CA76,Annual,2003,96,100,98,94,0.024,0.005,0.009,0.014,0.093,0.217,0.032,0.072,5.55,2.68,5.45,2.6,1.76,16713.2,26.66,97,28,25,364,12/31/2002,12/30/2003
CA76,Annual,2004,92,100,87,95,0.033,0.005,0.009,0.017,0.07,0.298,0.032,0.139,5.36,3.25,5.21,4.1,1.31,20354,36.3,81,30,24,364,12/30/2003,12/28/2004
CA76,Annual,2005,92,100,73,85,0.032,0.006,0.011,0.014,0.089,0.248,0.03,0.143,5.46,2.95,-9,-9,1.46,18485.8,44.39,0,30,0,371,12/28/2004,1/3/2006
CA76,Annual,2006,90,100,86,89,0.033,0.005,0.01,0.014,0.046,0.197,0.028,0.093,5.46,2.53,-9,-9,1.51,16462.9,31.6,0,24,0,364,1/3/2006,1/2/2007
CA76,Annual,2007,89,100,75,89,0.049,0.008,0.011,0.02,0.078,0.247,0.043,0.13,5.44,2.96,-9,-9,1.55,15864.5,35.07,0,29,0,366,1/2/2007,1/3/2008
CA76,Annual,2008,96,100,98,96,0.044,0.009,0.016,0.027,0.068,0.233,0.053,0.123,5.47,2.92,-9,-9,1.49,14025.4,22.03,0,23,0,362,1/3/2008,12/30/2008
CA76,Annual,2009,94,100,95,101,0.063,0.011,0.017,0.025,0.18,0.327,0.047,0.222,5.48,3.68,-9,-9,1.68,12816.5,19.7,0,25,0,364,12/30/2008,12/29/2009
CA76,Annual,2010,91,100,94,101,0.025,0.005,0.009,0.017,0.08,0.189,0.036,0.083,5.5,2.5,-9,-9,1.76,24367.3,37.81,0,31,0,364,12/29/2009,12/28/2010
CA85,Annual,1980,16,16,100,98,0.45,0.943,0.342,7.49,0.01,0.79,13.55,2.44,5.29,53.8,-9,-9,0.99,1888.3,2.86,0,1,0,155,7/22/1980,12/24/1980
CA85,Annual,1981,65,88,35,99,0.168,0.248,0.074,1.825,0.641,1.104,3.062,1.567,5.01,25.27,-9,-9,1.14,5201.2,22.52,0,4,0,370,12/24/1980,12/29/1981
CA85,Annual,1982,8,11,93,90,0.155,0.469,0.142,3.597,0.312,0.926,6.636,1.713,5.36,31.37,-9,-9,0.96,2979,5.25,0,2,0,52,12/29/1981,2/19/1982
CA88,Annual,1978,25,34,54,102,0.094,0.051,0.042,0.521,0.729,1.644,0.603,1.189,5.23,12.26,-9,-9,1.16,4696,12.52,0,3,0,127,9/4/1978,1/9/1979
CA88,Annual,1979,69,73,97,95,0.083,0.032,0.025,0.537,0.436,0.869,0.369,0.939,5.39,9.01,-9,-9,1.34,31091.5,49.44,0,23,0,358,1/9/1979,1/2/1980
CA88,Annual,1980,55,55,100,95,0.072,0.053,0.024,0.49,0.453,0.812,0.652,0.722,5.61,8.51,-9,-9,1.23,26194.6,40.54,0,16,0,363,1/2/1980,12/30/1980
CA88,Annual,1981,58,58,100,100,0.072,0.035,0.016,0.161,0.491,0.766,0.293,0.525,5.88,8.57,-9,-9,1.34,27431.4,40.36,0,20,0,364,12/30/1980,12/29/1981
CA88,Annual,1982,96,100,96,99,0.045,0.03,0.027,0.212,0.442,0.859,0.348,0.577,5.49,7.13,-9,-9,1.19,53231.3,82.97,0,19,0,371,12/29/1981,1/4/1983
CA88,Annual,1983,96,100,100,98,0.069,0.046,0.031,0.314,0.371,0.633,0.568,0.541,5.82,6.77,-9,-9,1.17,60867.5,91.69,0,26,0,364,1/4/1983,1/3/1984
CA88,Annual,1984,98,100,77,96,0.095,0.048,0.032,0.199,0.471,0.879,0.32,0.62,6.05,6.67,-9,-9,1.25,14014.6,28.17,0,19,0,365,1/3/1984,1/2/1985
CA88,Annual,1985,93,100,71,98,0.071,0.048,0.047,0.152,0.354,0.717,0.276,0.467,5.7,5.99,-9,-9,1.27,13237.5,28.4,0,10,0,363,1/2/1985,12/31/1985
CA88,Annual,1986,92,100,72,94,0.04,0.041,0.019,0.304,0.388,0.57,0.543,0.468,5.87,6.6,-9,-9,1.22,22739.4,49.71,0,11,0,364,12/31/1985,12/30/1986
CA88,Annual,1987,100,100,100,98,0.055,0.022,0.013,0.151,0.526,0.848,0.246,0.397,6.13,6.16,5.62,7,1.43,22365.1,36.11,100,18,17,364,12/30/1986,12/29/1987
CA88,Annual,1988,89,100,68,102,0.049,0.016,0.007,0.115,0.246,0.622,0.193,0.43,5.47,5.67,5.38,6.4,1.06,14732.6,31.19,68,13,11,371,12/29/1987,1/3/1989
CA88,Annual,1989,91,100,88,93,0.059,0.02,0.018,0.112,0.557,0.824,0.168,0.592,6.04,7.36,5.32,7.6,1.37,15266.5,27.47,88,15,13,364,1/3/1989,1/2/1990
CA88,Annual,1990,96,100,78,100,0.033,0.021,0.013,0.151,0.545,0.598,0.27,0.476,6.04,6.59,5.53,7,1.52,15065,28.32,78,17,15,364,1/2/1990,1/1/1991
CA88,Annual,1991,100,100,100,97,0.063,0.042,0.02,0.275,0.504,0.707,0.477,0.503,6.06,7.31,5.62,8.1,1.35,23324,35.28,99,20,16,363,1/1/1991,12/30/1991
CA88,Annual,1992,96,100,99,93,0.036,0.039,0.02,0.3,0.57,0.743,0.527,0.433,6.11,7.16,5.77,7.9,1.42,31691.9,53.57,97,20,18,365,12/30/1991,12/29/1992
CA88,Annual,1993,96,100,88,96,0.045,0.032,0.029,0.225,0.444,0.627,0.375,0.443,5.86,6.92,5.65,6.6,1.38,35931.9,62.42,88,25,19,371,12/29/1992,1/4/1994
CA88,Annual,1994,96,100,93,96,0.033,0.016,0.012,0.106,0.45,0.719,0.175,0.293,5.91,5.5,5.78,5.7,1.5,23346.6,38.76,92,22,20,364,1/4/1994,1/3/1995
CA88,Annual,1995,98,100,100,88,0.051,0.059,0.063,0.277,0.41,0.438,0.477,0.306,6.07,6.27,6.06,6.5,1.66,43710.2,72.99,99,20,18,364,1/3/1995,1/2/1996
CA88,Annual,1996,100,100,100,97,0.024,0.03,0.012,0.207,0.434,0.558,0.362,0.307,5.88,5.73,5.88,6.1,1.5,42695.5,64.82,100,23,20,363,1/2/1996,12/30/1996
